state,year,quarter,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
Rhode Island,1994,3,322.96,1.2772611E7,335.64,1.3678856E7,-12.68,-906245.0,12.68,906245.0
Idaho,1999,2,325.29,7412183.0,337.96,7810229.0,-12.67,-398046.0,12.67,398046.0
Utah,2002,3,343.24,1.2532546E7,330.59,1.2077755E7,12.65,454791.0,12.65,454791.0
Arkansas,2006,1,351.28,5.5822567E7,363.93,5.8939008E7,-12.65,-3116441.0,12.65,3116441.0
Illinois,2020,3,407.56,4.33056075E8,420.21,4.30690853E8,-12.65,2365222.0,12.65,2365222.0
West Virginia,2014,1,309.3,5.3948926E7,321.91,5.4957522E7,-12.61,-1008596.0,12.61,1008596.0
Delaware,2022,3,471.35,2.8116628E7,483.95,2.8603942E7,-12.6,-487314.0,12.6,487314.0
California,1997,3,375.62,3.64244276E8,388.22,4.01520282E8,-12.6,-3.7276006E7,12.6,3.7276006E7
Nevada,1992,2,395.98,1.4451725E7,383.38,1.4585748E7,12.6,-134023.0,12.6,134023.0
Virgin Islands,2014,1,506.62,6231404.0,519.21,6539983.0,-12.59,-308579.0,12.59,308579.0
Louisiana,2008,1,364.96,9.930348E7,377.54,1.03938356E8,-12.58,-4634876.0,12.58,4634876.0
Idaho,2018,4,314.86,2.1089611E7,302.28,2.0368479E7,12.58,721132.0,12.58,721132.0
Virgin Islands,2018,2,445.68,6100219.0,458.26,6455225.0,-12.58,-355006.0,12.58,355006.0
South Dakota,1995,4,383.8,7126298.0,371.23,6768859.0,12.57,357439.0,12.57,357439.0
Hawaii,2003,1,468.95,2.2771456E7,481.52,2.3707954E7,-12.57,-936498.0,12.57,936498.0
Rhode Island,1991,1,356.34,1.2015456E7,343.79,1.0764969E7,12.55,1250487.0,12.55,1250487.0
Rhode Island,2005,1,314.33,1.0976702E7,326.87,1.1365524E7,-12.54,-388822.0,12.54,388822.0
Iowa,2014,1,312.59,6.0767086E7,325.13,6.4270147E7,-12.54,-3503061.0,12.54,3503061.0
Vermont,2009,1,328.13,1.1316556E7,340.66,1.0313973E7,-12.53,1002583.0,12.53,1002583.0
Virginia,2014,1,334.34,1.50228152E8,346.87,1.58455329E8,-12.53,-8227177.0,12.53,8227177.0
Idaho,1994,4,351.41,1.0261501E7,338.89,9742970.0,12.52,518531.0,12.52,518531.0
North Carolina,2011,1,387.66,2.77883651E8,400.16,2.79741522E8,-12.5,-1857871.0,12.5,1857871.0
Georgia,2006,4,392.96,1.53745143E8,380.46,1.45710645E8,12.5,8034498.0,12.5,8034498.0
Guam,2017,2,742.69,1.1387904E7,755.19,1.1348656E7,-12.5,39248.0,12.5,39248.0
Oklahoma,2024,2,373.65,1.24842486E8,386.15,1.27740251E8,-12.5,-2897765.0,12.5,2897765.0
Kentucky,1989,1,428.46,6.8834234E7,415.98,6.8113839E7,12.48,720395.0,12.48,720395.0
Utah,2002,4,355.71,1.3916928E7,343.24,1.2532546E7,12.47,1384382.0,12.47,1384382.0
West Virginia,2020,3,401.49,6.5233919E7,413.95,6.8821489E7,-12.46,-3587570.0,12.46,3587570.0
New York,2003,3,352.51,2.61139198E8,340.05,2.48137864E8,12.46,1.3001334E7,12.46,1.3001334E7
Virgin Islands,2011,1,626.7,5764751.0,639.15,5753638.0,-12.45,11113.0,12.45,11113.0
Wyoming,1992,3,407.58,5001981.0,420.02,5339105.0,-12.44,-337124.0,12.44,337124.0
California,1993,4,375.69,4.25124019E8,363.26,4.03665758E8,12.43,2.1458261E7,12.43,2.1458261E7
Arkansas,1995,4,362.73,3.8709206E7,350.3,3.6953065E7,12.43,1756141.0,12.43,1756141.0
Rhode Island,2014,1,317.36,3.2126817E7,329.78,3.3375913E7,-12.42,-1249096.0,12.42,1249096.0
Guam,2012,3,924.34,1.3507454E7,936.75,1.3408048E7,-12.41,99406.0,12.41,99406.0
Tennessee,2007,4,352.66,1.40767215E8,340.26,1.33645192E8,12.4,7122023.0,12.4,7122023.0
Virgin Islands,1989,1,715.7,3128425.0,728.1,3411702.0,-12.4,-283277.0,12.4,283277.0
Iowa,2011,1,402.75,6.8447897E7,415.15,6.7943219E7,-12.4,504678.0,12.4,504678.0
Maine,1999,3,258.34,1.3550242E7,270.73,1.4708161E7,-12.39,-1157919.0,12.39,1157919.0
Guam,2015,3,784.68,1.230419E7,797.05,1.2343641E7,-12.37,-39451.0,12.37,39451.0
Arkansas,1989,2,342.48,2.8308873E7,354.85,3.0112409E7,-12.37,-1803536.0,12.37,1803536.0
Virginia,1991,3,369.37,6.7476407E7,381.74,6.6415949E7,-12.37,1060458.0,12.37,1060458.0
Guam,2014,1,817.49,1.237608E7,829.85,1.3303705E7,-12.36,-927625.0,12.36,927625.0
Florida,1998,2,320.96,1.34450239E8,333.32,1.43159687E8,-12.36,-8709448.0,12.36,8709448.0
New Mexico,1994,4,412.78,3.5689554E7,400.44,3.416596E7,12.34,1523594.0,12.34,1523594.0
Virgin Islands,2012,4,572.18,6642092.0,584.52,6499756.0,-12.34,142336.0,12.34,142336.0
Arkansas,1992,2,388.19,4.002505E7,400.49,4.1312274E7,-12.3,-1287224.0,12.3,1287224.0
Massachusetts,1994,4,324.74,6.0256833E7,312.44,5.8603004E7,12.3,1653829.0,12.3,1653829.0
Hawaii,1997,4,553.0,3.0003266E7,565.28,3.0609008E7,-12.28,-605742.0,12.28,605742.0
Delaware,1994,4,406.88,8691750.0,394.61,8479317.0,12.27,212433.0,12.27,212433.0
Rhode Island,2009,4,422.4,2.7459872E7,434.67,2.5740083E7,-12.27,1719789.0,12.27,1719789.0
Alaska,1998,3,568.76,8118102.0,581.01,9062279.0,-12.25,-944177.0,12.25,944177.0
Maryland,1992,3,420.45,6.227535E7,408.2,6.0316282E7,12.25,1959068.0,12.25,1959068.0
Minnesota,1997,3,285.97,2.9382243E7,298.2,3.256803E7,-12.23,-3185787.0,12.23,3185787.0
Indiana,1995,4,374.85,5.9482836E7,362.62,6.0206488E7,12.23,-723652.0,12.23,723652.0
North Carolina,2004,1,339.9,1.0501262E8,352.12,1.09073289E8,-12.22,-4060669.0,12.22,4060669.0
Delaware,2016,4,333.13,2.4084844E7,345.34,2.4903042E7,-12.21,-818198.0,12.21,818198.0
Utah,1989,2,394.23,1.3640669E7,406.43,1.4146895E7,-12.2,-506226.0,12.2,506226.0
Wyoming,1990,1,418.76,4463392.0,430.95,4220466.0,-12.19,242926.0,12.19,242926.0
North Carolina,2001,2,311.15,6.6152435E7,298.96,6.2724694E7,12.19,3427741.0,12.19,3427741.0
North Carolina,1998,4,318.93,6.6865058E7,306.75,6.6144196E7,12.18,720862.0,12.18,720862.0
Louisiana,2020,1,355.63,1.29317412E8,343.46,1.27619235E8,12.17,1698177.0,12.17,1698177.0
Louisiana,2021,3,600.99,2.56890342E8,588.82,2.48629832E8,12.17,8260510.0,12.17,8260510.0
Florida,2014,4,328.43,6.62740341E8,316.26,6.23195876E8,12.17,3.9544465E7,12.17,3.9544465E7
Alaska,2010,1,662.06,2.0145869E7,649.9,1.7311285E7,12.16,2834584.0,12.16,2834584.0
Oregon,1997,2,295.77,3.4801009E7,307.93,3.9132642E7,-12.16,-4331633.0,12.16,4331633.0
Virginia,2007,4,320.89,7.6753018E7,308.73,7.2253303E7,12.16,4499715.0,12.16,4499715.0
Texas,1992,1,463.56,4.11978873E8,475.71,4.03681927E8,-12.15,8296946.0,12.15,8296946.0
Florida,1999,1,315.55,1.35464383E8,327.7,1.41452676E8,-12.15,-5988293.0,12.15,5988293.0
North Dakota,2023,1,402.32,9181470.0,414.47,9595959.0,-12.15,-414489.0,12.15,414489.0
North Carolina,2005,1,349.11,1.18650256E8,361.25,1.21646368E8,-12.14,-2996112.0,12.14,2996112.0
Massachusetts,2003,4,290.52,4.328948E7,278.38,4.0108723E7,12.14,3180757.0,12.14,3180757.0
West Virginia,2002,4,305.88,3.1612824E7,293.75,2.9590403E7,12.13,2022421.0,12.13,2022421.0
South Dakota,1998,3,356.5,5900734.0,368.62,6278882.0,-12.12,-378148.0,12.12,378148.0
Idaho,2011,2,450.58,4.4534368E7,462.7,4.4265193E7,-12.12,269175.0,12.12,269175.0
Florida,2011,1,378.41,6.23074624E8,390.52,6.25961428E8,-12.11,-2886804.0,12.11,2886804.0
Alabama,1992,1,424.1,8.8713804E7,436.21,8.777725E7,-12.11,936554.0,12.11,936554.0
Mississippi,2012,1,386.22,1.13084806E8,398.33,1.14908339E8,-12.11,-1823533.0,12.11,1823533.0
Michigan,1998,2,292.34,9.7930938E7,304.44,1.02751285E8,-12.1,-4820347.0,12.1,4820347.0
California,2011,2,478.2,7.83283806E8,490.3,7.78730749E8,-12.1,4553057.0,12.1,4553057.0
New Mexico,2003,4,373.58,2.9906307E7,361.48,2.7950469E7,12.1,1955838.0,12.1,1955838.0
Michigan,2014,1,338.25,2.95898632E8,350.34,3.1023598E8,-12.09,-1.4337348E7,12.09,1.4337348E7
Indiana,1992,2,447.78,7.3247482E7,459.87,7.3490217E7,-12.09,-242735.0,12.09,242735.0
New Hampshire,1990,3,306.39,4640963.0,318.47,4719299.0,-12.08,-78336.0,12.08,78336.0
Maryland,1990,3,377.49,4.2275407E7,389.57,4.2603228E7,-12.08,-327821.0,12.08,327821.0
Maryland,2014,1,319.29,1.27950529E8,331.37,1.34434873E8,-12.08,-6484344.0,12.08,6484344.0
Kentucky,2021,2,578.54,1.6806619E8,566.46,1.64310395E8,12.08,3755795.0,12.08,3755795.0
Alabama,2022,2,526.82,1.98012051E8,538.9,2.00956151E8,-12.08,-2944100.0,12.08,2944100.0
Kentucky,2014,1,333.31,1.33450199E8,345.38,1.41568988E8,-12.07,-8118789.0,12.07,8118789.0
Minnesota,2014,1,293.45,7.726857E7,305.52,8.368242E7,-12.07,-6413850.0,12.07,6413850.0
Arkansas,1994,4,364.59,3.8787222E7,352.53,3.7259883E7,12.06,1527339.0,12.06,1527339.0
Wisconsin,1996,3,318.3,3.0772995E7,330.36,3.4066154E7,-12.06,-3293159.0,12.06,3293159.0
Colorado,2003,4,349.83,3.4865314E7,337.77,3.2197272E7,12.06,2668042.0,12.06,2668042.0
Massachusetts,2011,3,340.46,1.55908634E8,352.52,1.59010413E8,-12.06,-3101779.0,12.06,3101779.0
Mississippi,2012,3,396.22,1.22612092E8,384.16,1.13606435E8,12.06,9005657.0,12.06,9005657.0
Virgin Islands,1997,2,666.96,4011642.0,679.01,4372768.0,-12.05,-361126.0,12.05,361126.0
Colorado,2011,2,455.74,9.2665577E7,467.79,9.2302888E7,-12.05,362689.0,12.05,362689.0
Hawaii,2018,1,607.5,5.1019968E7,619.55,5.2545528E7,-12.05,-1525560.0,12.05,1525560.0
Louisiana,1991,1,459.06,1.20256766E8,471.09,1.20622383E8,-12.03,-365617.0,12.03,365617.0
Nebraska,1994,4,307.23,1.3439242E7,319.26,1.4078767E7,-12.03,-639525.0,12.03,639525.0
Montana,2013,1,382.99,2.2660759E7,370.97,2.1947592E7,12.02,713167.0,12.02,713167.0
Texas,1998,4,404.8,2.18843955E8,392.8,2.18728414E8,12.0,115541.0,12.0,115541.0
Arizona,1992,1,441.4,7.3239469E7,453.4,7.217746E7,-12.0,1062009.0,12.0,1062009.0
South Dakota,1990,1,427.26,7576711.0,439.25,7393753.0,-11.99,182958.0,11.99,182958.0
Oklahoma,2012,1,400.19,1.11565871E8,412.18,1.15757504E8,-11.99,-4191633.0,11.99,4191633.0
South Carolina,1994,4,389.32,5.593385E7,377.34,5.4047701E7,11.98,1886149.0,11.98,1886149.0
Wisconsin,1995,4,331.46,3.6639303E7,319.48,3.6526722E7,11.98,112581.0,11.98,112581.0
Washington,2013,4,313.25,1.84171071E8,325.23,1.92948504E8,-11.98,-8777433.0,11.98,8777433.0
Alabama,1990,1,419.38,7.0242887E7,431.35,6.9859724E7,-11.97,383163.0,11.97,383163.0
Massachusetts,2011,4,352.43,1.64332263E8,340.46,1.55908634E8,11.97,8423629.0,11.97,8423629.0
Delaware,1992,3,419.64,8322293.0,431.6,8306264.0,-11.96,16029.0,11.96,16029.0
California,1997,1,392.55,4.21750372E8,380.59,4.19770381E8,11.96,1979991.0,11.96,1979991.0
Ohio,2002,4,341.29,1.23248199E8,329.33,1.12980944E8,11.96,1.0267255E7,11.96,1.0267255E7
Massachusetts,1998,4,282.46,3.5454082E7,270.5,3.4247058E7,11.96,1207024.0,11.96,1207024.0
South Dakota,2002,3,362.56,6740663.0,374.51,7044199.0,-11.95,-303536.0,11.95,303536.0
Virgin Islands,2003,4,610.87,2765577.0,598.92,2694780.0,11.95,70797.0,11.95,70797.0
New Jersey,1992,3,401.31,8.4366225E7,413.26,8.4589438E7,-11.95,-223213.0,11.95,223213.0
Idaho,2020,3,443.72,2.9696022E7,455.66,3.1859571E7,-11.94,-2163549.0,11.94,2163549.0
Kansas,2014,1,338.0,4.4062925E7,349.93,5.107201E7,-11.93,-7009085.0,11.93,7009085.0
North Carolina,2006,4,337.91,1.31322203E8,325.98,1.24811341E8,11.93,6510862.0,11.93,6510862.0
New Mexico,2006,4,366.08,3.4318232E7,354.15,3.3679569E7,11.93,638663.0,11.93,638663.0
Maryland,2006,4,328.95,4.7630459E7,317.03,4.5095825E7,11.92,2534634.0,11.92,2534634.0
Hawaii,1995,1,574.0,3.1381623E7,585.91,3.1253895E7,-11.91,127728.0,11.91,127728.0
Kansas,2017,4,321.42,3.3625477E7,333.32,3.4405906E7,-11.9,-780429.0,11.9,780429.0
Oklahoma,2006,4,352.7,6.3417725E7,340.8,6.1630001E7,11.9,1787724.0,11.9,1787724.0
Wyoming,2005,3,350.31,3509372.0,362.2,3759925.0,-11.89,-250553.0,11.89,250553.0
Mississippi,1994,2,372.72,7.1594706E7,384.61,7.5252756E7,-11.89,-3658050.0,11.89,3658050.0
Pennsylvania,2024,3,337.11,3.69736984E8,325.23,3.55944302E8,11.88,1.3792682E7,11.88,1.3792682E7
Tennessee,2002,4,337.39,9.8204475E7,325.51,8.713967E7,11.88,1.1064805E7,11.88,1.1064805E7
North Carolina,2022,2,542.09,4.22901063E8,553.96,4.69039276E8,-11.87,-4.6138213E7,11.87,4.6138213E7
New Jersey,2022,1,549.26,2.56692878E8,561.13,2.61386788E8,-11.87,-4693910.0,11.87,4693910.0
Missouri,2020,3,451.99,1.6719924E8,463.85,1.70235965E8,-11.86,-3036725.0,11.86,3036725.0
Utah,1998,4,334.01,1.2238085E7,345.86,1.1958047E7,-11.85,280038.0,11.85,280038.0
Montana,2001,3,300.19,8060573.0,312.04,8411758.0,-11.85,-351185.0,11.85,351185.0
Virgin Islands,2003,2,617.62,2749555.0,629.47,2706856.0,-11.85,42699.0,11.85,42699.0
Wisconsin,2015,2,288.95,1.16950753E8,300.8,1.24659202E8,-11.85,-7708449.0,11.85,7708449.0
New Jersey,1992,2,413.26,8.4589438E7,401.41,8.0191694E7,11.85,4397744.0,11.85,4397744.0
Virginia,1992,1,382.54,7.9863184E7,394.39,7.6340973E7,-11.85,3522211.0,11.85,3522211.0
Idaho,1991,3,392.66,9247204.0,404.5,9854104.0,-11.84,-606900.0,11.84,606900.0
Rhode Island,2011,1,382.81,3.2599101E7,394.64,3.2418065E7,-11.83,181036.0,11.83,181036.0
Washington,1993,4,372.49,7.0675042E7,360.66,6.8450018E7,11.83,2225024.0,11.83,2225024.0
South Dakota,2002,4,374.38,7223847.0,362.56,6740663.0,11.82,483184.0,11.82,483184.0
Guam,2015,2,797.05,1.2343641E7,808.87,1.2651729E7,-11.82,-308088.0,11.82,308088.0
Virgin Islands,1993,1,704.22,3614064.0,716.04,3714805.0,-11.82,-100741.0,11.82,100741.0
Nevada,2022,1,517.27,1.21988721E8,529.09,1.22534296E8,-11.82,-545575.0,11.82,545575.0
Missouri,2000,4,314.36,5.9160835E7,302.56,5.6514974E7,11.8,2645861.0,11.8,2645861.0
Utah,2009,4,500.48,4.3961647E7,488.68,4.1327558E7,11.8,2634089.0,11.8,2634089.0
Oregon,2014,4,301.87,1.34414793E8,290.08,1.30024198E8,11.79,4390595.0,11.79,4390595.0
Delaware,2000,1,368.19,5111744.0,356.42,5122820.0,11.77,-11076.0,11.77,11076.0
Minnesota,2017,4,282.89,6.1662732E7,294.65,6.5084443E7,-11.76,-3421711.0,11.76,3421711.0
Massachusetts,1996,1,316.95,5.2398034E7,328.71,5.3909042E7,-11.76,-1511008.0,11.76,1511008.0
Wyoming,2007,4,359.67,3404434.0,347.92,3237328.0,11.75,167106.0,11.75,167106.0
West Virginia,1998,3,329.88,3.4819634E7,341.63,3.7284688E7,-11.75,-2465054.0,11.75,2465054.0
Montana,2007,4,346.54,1.2068834E7,334.79,1.161517E7,11.75,453664.0,11.75,453664.0
Connecticut,1990,1,286.31,1.4954754E7,298.06,1.400281E7,-11.75,951944.0,11.75,951944.0
Oklahoma,2024,4,409.35,1.40275664E8,397.6,1.35021616E8,11.75,5254048.0,11.75,5254048.0
South Carolina,2006,1,347.97,7.8659508E7,359.71,8.1685983E7,-11.74,-3026475.0,11.74,3026475.0
Michigan,1993,2,371.57,1.57976844E8,383.3,1.59246452E8,-11.73,-1269608.0,11.73,1269608.0
Michigan,2021,2,492.1,3.35072943E8,480.37,3.41650495E8,11.73,-6577552.0,11.73,6577552.0
Ohio,1989,2,356.54,1.61662474E8,368.27,1.66122909E8,-11.73,-4460435.0,11.73,4460435.0
Ohio,1998,3,292.76,9.1546343E7,304.49,9.8415797E7,-11.73,-6869454.0,11.73,6869454.0
Georgia,2020,3,453.16,4.05087275E8,441.44,3.59361771E8,11.72,4.5725504E7,11.72,4.5725504E7
District of Columbia,2022,1,474.99,4.3268473E7,486.71,4.3449872E7,-11.72,-181399.0,11.72,181399.0
Utah,1997,2,346.86,1.2859429E7,358.57,1.3776387E7,-11.71,-916958.0,11.71,916958.0
New Mexico,1992,2,455.08,3.553448E7,466.79,3.5805809E7,-11.71,-271329.0,11.71,271329.0
Nevada,2009,3,401.85,4.4138547E7,413.56,4.0533223E7,-11.71,3605324.0,11.71,3605324.0
California,2007,2,402.79,3.36163252E8,414.49,3.39854536E8,-11.7,-3691284.0,11.7,3691284.0
District of Columbia,1996,1,387.98,1.6410049E7,399.67,1.7155369E7,-11.69,-745320.0,11.69,745320.0
Guam,1999,1,860.06,5032548.0,871.74,4852449.0,-11.68,180099.0,11.68,180099.0
Iowa,1990,3,322.98,2.1872446E7,334.66,2.3094483E7,-11.68,-1222037.0,11.68,1222037.0
Oregon,2022,2,472.08,2.06041708E8,483.75,2.01897972E8,-11.67,4143736.0,11.67,4143736.0
Virgin Islands,1997,4,660.05,3796809.0,648.38,3791091.0,11.67,5718.0,11.67,5718.0
Nebraska,2002,4,307.87,1.2426526E7,296.2,1.1636541E7,11.67,789985.0,11.67,789985.0
New York,2002,2,318.69,2.21826453E8,330.35,2.25964419E8,-11.66,-4137966.0,11.66,4137966.0
Kentucky,2025,2,374.73,1.06745881E8,386.38,1.08814625E8,-11.65,-2068744.0,11.65,2068744.0
Colorado,2012,2,426.7,9.4680474E7,438.35,9.6789555E7,-11.65,-2109081.0,11.65,2109081.0
Connecticut,2025,1,326.11,7.2226528E7,337.75,7.7042392E7,-11.64,-4815864.0,11.64,4815864.0
Virgin Islands,2012,1,593.53,6127529.0,605.17,6133385.0,-11.64,-5856.0,11.64,5856.0
Rhode Island,2003,4,309.38,1.0768203E7,297.75,1.0308156E7,11.63,460047.0,11.63,460047.0
New Jersey,2000,1,313.48,4.8458926E7,325.11,5.1514055E7,-11.63,-3055129.0,11.63,3055129.0
Rhode Island,2024,1,331.22,2.9784275E7,342.84,3.0528925E7,-11.62,-744650.0,11.62,744650.0
Connecticut,2012,4,369.15,8.4580464E7,357.53,7.9721266E7,11.62,4859198.0,11.62,4859198.0
Idaho,1995,4,353.87,1.0638366E7,342.25,1.0124408E7,11.62,513958.0,11.62,513958.0
South Carolina,2012,1,394.14,1.61284725E8,405.75,1.65527363E8,-11.61,-4242638.0,11.61,4242638.0
Missouri,1992,1,408.17,8.7905776E7,419.78,8.6302445E7,-11.61,1603331.0,11.61,1603331.0
Texas,2006,4,388.96,3.72481038E8,377.36,3.56346652E8,11.6,1.6134386E7,11.6,1.6134386E7
Delaware,2011,2,396.94,2.4786239E7,408.54,2.4923139E7,-11.6,-136900.0,11.6,136900.0
Oklahoma,1990,3,360.34,3.8439592E7,371.94,3.9380874E7,-11.6,-941282.0,11.6,941282.0
Colorado,2000,2,287.56,1.98592E7,275.96,1.9510752E7,11.6,348448.0,11.6,348448.0
Arkansas,1990,2,375.28,3.2622549E7,386.87,3.3783507E7,-11.59,-1160958.0,11.59,1160958.0
Alaska,2006,2,546.98,1.2206074E7,558.55,1.217494E7,-11.57,31134.0,11.57,31134.0
District of Columbia,1997,1,375.64,1.5385305E7,387.21,1.6385688E7,-11.57,-1000383.0,11.57,1000383.0
Alabama,2012,1,398.54,1.63704869E8,410.1,1.68364656E8,-11.56,-4659787.0,11.56,4659787.0
Wyoming,1989,3,383.1,3700206.0,394.65,4072484.0,-11.55,-372278.0,11.55,372278.0
Guam,2013,3,893.15,1.3775964E7,904.7,1.3776909E7,-11.55,-945.0,11.55,945.0
South Carolina,1992,2,429.94,5.8272719E7,441.49,5.8425042E7,-11.55,-152323.0,11.55,152323.0
Missouri,2025,1,405.85,1.30715381E8,417.4,1.37428379E8,-11.55,-6712998.0,11.55,6712998.0
Oklahoma,2005,4,359.57,6.5880168E7,348.02,6.1273076E7,11.55,4607092.0,11.55,4607092.0
Maryland,1989,3,353.16,3.7410891E7,364.7,3.8770625E7,-11.54,-1359734.0,11.54,1359734.0
Louisiana,2011,1,434.14,1.65833418E8,445.67,1.69243209E8,-11.53,-3409791.0,11.53,3409791.0
West Virginia,1995,4,369.29,4.4624439E7,357.76,4.3146517E7,11.53,1477922.0,11.53,1477922.0
Tennessee,2017,2,351.33,1.78852032E8,339.8,1.75341894E8,11.53,3510138.0,11.53,3510138.0
Georgia,2006,1,379.35,1.44975285E8,390.87,1.57294787E8,-11.52,-1.2319502E7,11.52,1.2319502E7
Idaho,2006,4,365.38,1.2938E7,353.87,1.2697649E7,11.51,240351.0,11.51,240351.0
Oklahoma,2011,1,424.5,1.14270501E8,436.01,1.17461012E8,-11.51,-3190511.0,11.51,3190511.0
Nebraska,2007,4,324.84,1.6809482E7,313.33,1.6194981E7,11.51,614501.0,11.51,614501.0
Pennsylvania,2019,3,274.62,2.59312757E8,286.12,2.68511941E8,-11.5,-9199184.0,11.5,9199184.0
New Mexico,2002,1,362.14,2.3298178E7,350.64,2.2585835E7,11.5,712343.0,11.5,712343.0
Rhode Island,1993,1,363.3,1.4730133E7,351.8,1.3857394E7,11.5,872739.0,11.5,872739.0
Vermont,1997,4,278.91,6429829.0,267.41,6306527.0,11.5,123302.0,11.5,123302.0
Massachusetts,2020,3,350.79,1.80983456E8,362.29,1.90241178E8,-11.5,-9257722.0,11.5,9257722.0
Montana,2012,2,379.93,2.2494761E7,391.42,2.3258246E7,-11.49,-763485.0,11.49,763485.0
Montana,2002,1,332.42,8963977.0,320.94,8524649.0,11.48,439328.0,11.48,439328.0
Kansas,2007,1,306.81,2.519052E7,318.28,2.617681E7,-11.47,-986290.0,11.47,986290.0
South Dakota,2024,1,419.96,1.575092E7,431.43,1.5720244E7,-11.47,30676.0,11.47,30676.0
Idaho,2006,2,360.03,1.3508849E7,371.5,1.4013591E7,-11.47,-504742.0,11.47,504742.0
Indiana,1993,4,416.41,7.7795053E7,427.88,7.6993816E7,-11.47,801237.0,11.47,801237.0
Alaska,2007,2,530.45,1.1941899E7,541.91,1.1809228E7,-11.46,132671.0,11.46,132671.0
New Mexico,1997,4,379.42,2.46917E7,367.96,2.4549225E7,11.46,142475.0,11.46,142475.0
Alabama,2020,4,486.25,1.83391448E8,474.79,1.72322008E8,11.46,1.106944E7,11.46,1.106944E7
Maine,2013,4,312.72,3.9371648E7,324.18,4.1830603E7,-11.46,-2458955.0,11.46,2458955.0
Arizona,2024,3,382.38,1.75819989E8,370.93,1.69269817E8,11.45,6550172.0,11.45,6550172.0
South Dakota,1997,3,357.58,6017030.0,369.03,6571207.0,-11.45,-554177.0,11.45,554177.0
South Dakota,2003,3,367.48,7472804.0,378.93,7783061.0,-11.45,-310257.0,11.45,310257.0
Utah,2000,1,332.06,1.1037601E7,343.51,1.1229846E7,-11.45,-192245.0,11.45,192245.0
California,2023,1,528.37,1.588637879E9,539.8,1.579540415E9,-11.43,9097464.0,11.43,9097464.0
Arkansas,2006,4,354.36,5.6735584E7,342.93,5.453144E7,11.43,2204144.0,11.43,2204144.0
Minnesota,2006,4,307.45,3.9156786E7,296.02,3.7470329E7,11.43,1686457.0,11.43,1686457.0
Mississippi,2012,4,384.79,1.17623015E8,396.22,1.22612092E8,-11.43,-4989077.0,11.43,4989077.0
Utah,1992,4,395.07,1.8474593E7,406.47,1.8232698E7,-11.4,241895.0,11.4,241895.0
Alabama,2007,1,359.12,7.8790219E7,370.52,8.2423753E7,-11.4,-3633534.0,11.4,3633534.0
Hawaii,1999,1,524.79,2.9787462E7,536.19,3.0005392E7,-11.4,-217930.0,11.4,217930.0
Maine,2014,2,291.76,3.6148579E7,303.16,3.7384874E7,-11.4,-1236295.0,11.4,1236295.0
California,1998,4,403.21,3.11514849E8,391.82,3.158089E8,11.39,-4294051.0,11.39,4294051.0
South Carolina,2006,4,359.32,8.3670272E7,347.93,7.9676522E7,11.39,3993750.0,11.39,3993750.0
West Virginia,2014,4,315.96,5.7183507E7,304.57,5.4985076E7,11.39,2198431.0,11.39,2198431.0
District of Columbia,2000,1,334.55,1.2223675E7,345.94,1.2927843E7,-11.39,-704168.0,11.39,704168.0
Illinois,2006,4,372.92,2.10113041E8,361.53,2.03003992E8,11.39,7109049.0,11.39,7109049.0
Louisiana,2005,1,407.7,1.17476361E8,419.08,1.20649125E8,-11.38,-3172764.0,11.38,3172764.0
Ohio,1995,1,361.07,1.8683029E8,372.44,1.92571056E8,-11.37,-5740766.0,11.37,5740766.0
New York,2012,1,390.98,6.43006459E8,402.35,6.57367734E8,-11.37,-1.4361275E7,11.37,1.4361275E7
Kansas,2012,1,375.5,5.3165345E7,386.86,5.449565E7,-11.36,-1330305.0,11.36,1330305.0
Ohio,2005,4,365.23,1.70918647E8,353.87,1.61753458E8,11.36,9165189.0,11.36,9165189.0
Louisiana,1989,1,441.58,1.08282035E8,452.93,1.08575363E8,-11.35,-293328.0,11.35,293328.0
Tennessee,1994,3,345.59,1.03435181E8,356.94,1.08336046E8,-11.35,-4900865.0,11.35,4900865.0
Hawaii,2011,2,619.53,4.9794968E7,630.86,4.9702917E7,-11.33,92051.0,11.33,92051.0
Kansas,2008,1,311.46,2.6445039E7,322.77,2.7136524E7,-11.31,-691485.0,11.31,691485.0
New Jersey,2001,1,309.65,4.4809166E7,320.95,4.6618131E7,-11.3,-1808965.0,11.3,1808965.0
Utah,1992,1,420.76,1.8828845E7,432.05,1.8481539E7,-11.29,347306.0,11.29,347306.0
Florida,2013,4,343.39,6.58351657E8,354.68,6.8921224E8,-11.29,-3.0860583E7,11.29,3.0860583E7
New York,1999,3,308.83,2.29224652E8,320.12,2.38056856E8,-11.29,-8832204.0,11.29,8832204.0
Texas,2022,1,622.27,9.6474892E8,633.55,9.70436165E8,-11.28,-5687245.0,11.28,5687245.0
Pennsylvania,2014,1,330.98,2.91273812E8,342.25,3.03341135E8,-11.27,-1.2067323E7,11.27,1.2067323E7
Illinois,2010,4,433.48,3.61213924E8,444.74,3.63267351E8,-11.26,-2053427.0,11.26,2053427.0
Texas,1992,2,452.31,4.08575729E8,463.56,4.11978873E8,-11.25,-3403144.0,11.25,3403144.0
Kentucky,2002,4,345.1,6.8894407E7,333.85,6.4641064E7,11.25,4253343.0,11.25,4253343.0
